,x_in,y_in,change,x_fin
4609,-240,-180,1,220
4613,-240,80,1,-40
4617,-240,0,1,40
4621,-240,-40,1,80
4625,-240,260,1,-220
4629,-240,80,1,-40
4633,-240,140,1,-100
4637,-240,260,1,-220
4641,-240,80,1,-40
4645,-240,280,1,-240
4649,-240,-20,1,60
4653,-240,-40,1,80
4657,-240,60,1,-20
4661,-240,20,1,20
4665,-240,260,1,-220
4669,-240,20,1,20
4673,-240,140,1,-100
4677,-240,-60,1,100
4681,-240,180,1,-140
4685,-240,20,1,20
4689,-240,60,1,-20
4693,-240,80,1,-40
4697,-240,-80,1,120
4701,-240,160,1,-120
4705,-240,220,1,-180
4709,240,-180,2,-220
4713,240,20,2,-20
4717,240,-140,2,-180
4721,240,200,2,160
4725,240,120,2,80
4729,240,220,2,180
4733,240,80,2,40
4737,240,220,2,180
4741,240,40,2,0
4745,240,260,2,220
4749,240,-140,2,-180
4753,240,200,2,160
4757,240,240,2,200
4761,240,240,2,200
4765,240,-160,2,-200
4769,240,40,2,0
4773,240,-60,2,-100
4777,240,-100,2,-140
4781,240,80,2,40
4785,240,160,2,120
4789,240,20,2,-20
4793,240,-40,2,-80
4797,240,-20,2,-60
4801,240,280,2,240
4805,240,60,2,20
4809,240,260,2,220
4813,240,220,2,180
4817,240,-60,2,-100
4821,240,-100,2,-140
4825,240,180,2,140
4829,240,200,2,160
4833,240,200,2,160
4837,240,-120,2,-160
4841,240,-120,2,-160
4845,240,-120,2,-160
4849,240,240,2,200
4853,240,80,2,40
4857,240,240,2,200
4861,240,200,2,160
4865,240,160,2,120
4869,240,80,2,40
4873,240,120,2,80
4877,240,260,2,220
4881,240,80,2,40
4885,240,140,2,100
4889,240,180,2,140
4893,240,40,2,0
4897,240,240,2,200
4901,240,-160,2,-200
4905,240,-20,2,-60
4909,240,60,2,20
4913,240,260,2,220
4917,240,-120,2,-160
4921,240,80,2,40
4925,240,40,2,0
4929,240,-140,2,-180
4933,240,-160,2,-200
4937,240,20,2,-20
4941,240,60,2,20
4945,240,180,2,140
4949,240,20,2,-20
4953,240,260,2,220
4957,240,0,2,-40
4961,240,260,2,220
4965,240,140,2,100
4969,240,260,2,220
4973,240,-140,2,-180
4977,240,0,2,-40
4981,240,-120,2,-160
4985,240,160,2,120
4989,240,80,2,40
4993,240,260,2,220
4997,240,280,2,240
5001,240,-20,2,-60
5005,240,60,2,20
5009,240,160,2,120
5013,240,100,2,60
5017,240,260,2,220
5021,240,20,2,-20
5025,240,20,2,-20
5029,240,-80,2,-120
5033,240,200,2,160
5037,240,-140,2,-180
5041,240,40,2,0
5045,240,260,2,220
5049,240,-100,2,-140
5053,240,280,2,240
5057,240,260,2,220
5061,240,280,2,240
5065,240,-80,2,-120
5069,240,260,2,220
5073,240,-60,2,-100
5077,240,40,2,0
5081,240,-140,2,-180
5085,240,200,2,160
5089,-240,-180,1,220
5093,-240,-80,1,120
5097,-240,-160,1,200
5101,-240,280,1,-240
5105,-240,260,1,-220
5109,-240,80,1,-40
5113,-240,100,1,-60
5117,-240,180,1,-140
5121,-240,40,1,0
5125,-240,220,1,-180
5129,-240,-120,1,160
5133,-240,180,1,-140
5137,-240,20,1,20
5141,-240,-100,1,140
5145,-240,80,1,-40
5149,-240,60,1,-20
5153,-240,-140,1,180
5157,-240,180,1,-140
5161,-240,-100,1,140
5165,-240,-100,1,140
5169,-240,-40,1,80
5173,-240,220,1,-180
5177,-240,-140,1,180
5181,-240,0,1,40
5185,-240,140,1,-100
5189,-240,-140,1,180
5193,-240,40,1,0
5197,-240,280,1,-240
5201,-240,60,1,-20
5205,-240,280,1,-240
5209,-240,20,1,20
5213,-240,-160,1,200
5217,-240,120,1,-80
5221,-240,280,1,-240
5225,-240,100,1,-60
5229,-240,260,1,-220
5233,-240,40,1,0
5237,-240,80,1,-40
5241,-240,240,1,-200
5245,-240,80,1,-40
5249,-240,20,1,20
5253,-240,280,1,-240
5257,-240,-160,1,200
5261,-240,-80,1,120
5265,-240,-100,1,140
5269,-240,60,1,-20
5273,-240,-20,1,60
5277,-240,-140,1,180
5281,-240,-40,1,80
5285,-240,-160,1,200
5289,240,-180,2,-220
5293,240,-120,2,-160
5297,240,-140,2,-180
5301,240,220,2,180
5305,240,-100,2,-140
5309,240,-80,2,-120
5313,240,-140,2,-180
5317,240,260,2,220
5321,240,240,2,200
5325,240,-40,2,-80
5329,240,-100,2,-140
5333,240,-20,2,-60
5337,240,-120,2,-160
5341,240,20,2,-20
5345,240,-40,2,-80
5349,240,-80,2,-120
5353,240,-120,2,-160
5357,240,80,2,40
5361,240,120,2,80
5365,240,260,2,220
5369,240,-100,2,-140
5373,240,-60,2,-100
5377,240,-160,2,-200
5381,240,-40,2,-80
5385,240,-160,2,-200
5389,240,140,2,100
5393,240,240,2,200
5397,240,-120,2,-160
5401,-240,-180,1,220
5405,-240,0,1,40
5409,-240,240,1,-200
5413,-240,120,1,-80
5417,-240,-140,1,180
5421,-240,0,1,40
5425,-240,-20,1,60
5429,-240,60,1,-20
5433,-240,-100,1,140
5437,-240,20,1,20
5441,-240,60,1,-20
5445,-240,180,1,-140
5449,-240,-140,1,180
5453,-240,-40,1,80
5457,-240,80,1,-40
5461,-240,100,1,-60
5465,-240,-160,1,200
5469,-240,-120,1,160
5473,-240,220,1,-180
5477,240,-180,2,-220
5481,240,-20,2,-60
5485,240,-60,2,-100
5489,240,120,2,80
5493,240,0,2,-40
5497,240,160,2,120
5501,240,-120,2,-160
5505,240,20,2,-20
5509,240,160,2,120
5513,240,-80,2,-120
5517,240,260,2,220
5521,-240,-180,1,220
5525,-240,20,1,20
5529,-240,260,1,-220
5533,-240,280,1,-240
5537,-240,140,1,-100
5541,-240,20,1,20
5545,-240,140,1,-100
5549,-240,180,1,-140
5553,-240,200,1,-160
5557,-240,-140,1,180
5561,-240,140,1,-100
5565,-240,260,1,-220
5569,-240,-60,1,100
5573,-240,260,1,-220
5577,-240,100,1,-60
5581,-240,120,1,-80
5585,-240,60,1,-20
5589,-240,-100,1,140
5593,-240,60,1,-20
5597,-240,-40,1,80
5601,-240,-140,1,180
5605,-240,280,1,-240
5609,-240,-140,1,180
5613,-240,-100,1,140
5617,240,-180,2,-220
5621,240,20,2,-20
5625,240,-40,2,-80
5629,240,-120,2,-160
5633,240,-60,2,-100
5637,240,160,2,120
5641,240,-160,2,-200
5645,240,-60,2,-100
5649,240,240,2,200
5653,240,-140,2,-180
5657,240,180,2,140
5661,240,60,2,20
5665,240,160,2,120
5669,240,180,2,140
5673,240,-20,2,-60
5677,240,260,2,220
5681,240,0,2,-40
5685,240,20,2,-20
5689,240,-120,2,-160
5693,-240,-180,1,220
5697,-240,60,1,-20
5701,-240,180,1,-140
5705,-240,40,1,0
5709,-240,240,1,-200
5713,-240,-160,1,200
5717,-240,20,1,20
5721,-240,-140,1,180
5725,-240,100,1,-60
5729,-240,20,1,20
5733,-240,240,1,-200
5737,-240,-140,1,180
5741,-240,280,1,-240
5745,-240,240,1,-200
5749,-240,160,1,-120
5753,-240,-40,1,80
5757,-240,0,1,40
5761,-240,0,1,40
5765,240,-180,2,-220
5769,240,-140,2,-180
5773,240,60,2,20
5777,240,-80,2,-120
5781,240,80,2,40
5785,240,280,2,240
5789,240,-100,2,-140
5793,240,80,2,40
5797,240,20,2,-20
5801,240,-20,2,-60
5805,240,-60,2,-100
5809,-240,-180,1,220
5813,-240,160,1,-120
5817,-240,120,1,-80
5821,-240,-80,1,120
5825,-240,200,1,-160
5829,-240,200,1,-160
5833,-240,-20,1,60
5837,-240,60,1,-20
5841,-240,200,1,-160
5845,-240,100,1,-60
5849,-240,280,1,-240
5853,-240,0,1,40
5857,-240,60,1,-20
5861,-240,120,1,-80
5865,-240,-40,1,80
5869,-240,-140,1,180
5873,-240,-140,1,180
5877,-240,200,1,-160
5881,-240,-80,1,120
5885,-240,140,1,-100
5889,-240,120,1,-80
5893,-240,-20,1,60
5897,-240,20,1,20
5901,-240,-60,1,100
5905,-240,80,1,-40
5909,-240,200,1,-160
5913,-240,180,1,-140
5917,-240,80,1,-40
5921,-240,100,1,-60
5925,-240,180,1,-140
5929,-240,40,1,0
5933,-240,260,1,-220
5937,240,-180,2,-220
5941,240,220,2,180
5945,-240,-180,1,220
5949,-240,-140,1,180
5953,-240,-80,1,120
5957,-240,100,1,-60
5961,-240,-140,1,180
5965,-240,-120,1,160
5969,-240,260,1,-220
5973,-240,180,1,-140
5977,-240,80,1,-40
5981,-240,-120,1,160
5985,-240,160,1,-120
5989,-240,160,1,-120
5993,-240,100,1,-60
5997,240,-180,2,-220
6001,240,220,2,180
6005,240,160,2,120
6009,240,-80,2,-120
6013,240,-80,2,-120
6017,240,-40,2,-80
6021,240,20,2,-20
6025,240,-100,2,-140
6029,240,260,2,220
6033,240,80,2,40
6037,240,100,2,60
6041,240,-140,2,-180
6045,240,-100,2,-140
6049,240,-160,2,-200
6053,240,-140,2,-180
6057,240,120,2,80
6061,240,20,2,-20
6065,240,-160,2,-200
6069,240,280,2,240
6073,240,20,2,-20
6077,240,-60,2,-100
6081,240,260,2,220
6085,240,20,2,-20
6089,240,280,2,240
6093,240,60,2,20
6097,240,100,2,60
6101,240,0,2,-40
6105,240,180,2,140
6109,240,260,2,220
6113,240,-160,2,-200
6117,240,140,2,100
6121,240,220,2,180
6125,240,-120,2,-160
6129,240,-60,2,-100
6133,240,-80,2,-120
6137,240,-100,2,-140
6141,240,200,2,160
6145,240,-40,2,-80
6149,240,20,2,-20
6153,240,-40,2,-80
6157,240,-40,2,-80
6161,240,140,2,100
6165,240,0,2,-40
6169,240,180,2,140
6173,240,-160,2,-200
6177,240,280,2,240
6181,240,-140,2,-180
6185,240,280,2,240
6189,240,0,2,-40
6193,240,180,2,140
6197,240,80,2,40
6201,240,240,2,200
6205,240,100,2,60
6209,240,280,2,240
6213,240,-80,2,-120
6217,240,60,2,20
6221,240,-40,2,-80
6225,240,-140,2,-180
6229,240,0,2,-40
6233,240,-120,2,-160
6237,240,160,2,120
6241,240,-140,2,-180
6245,240,-60,2,-100
6249,240,240,2,200
6253,240,240,2,200
6257,240,-140,2,-180
6261,240,240,2,200
6265,240,60,2,20
6269,240,-160,2,-200
6273,240,260,2,220
6277,240,-140,2,-180
6281,240,160,2,120
6285,240,280,2,240
6289,240,280,2,240
6293,240,140,2,100
6297,240,220,2,180
6301,240,-120,2,-160
6305,240,-20,2,-60
6309,240,80,2,40
6313,240,-100,2,-140
6317,240,240,2,200
6321,240,140,2,100
6325,240,140,2,100
6329,240,-160,2,-200
6333,240,160,2,120
6337,240,-40,2,-80
6341,240,-60,2,-100
6345,240,260,2,220
6349,240,-140,2,-180
6353,240,40,2,0
6357,240,40,2,0
6361,240,40,2,0
6365,240,60,2,20
6369,240,40,2,0
6373,240,-140,2,-180
6377,240,180,2,140
6381,240,220,2,180
6385,240,-140,2,-180
6389,240,-60,2,-100
6393,240,-100,2,-140
6397,240,-140,2,-180
6401,240,120,2,80
6405,240,-20,2,-60
6409,240,240,2,200
6413,240,160,2,120
6417,240,-140,2,-180
6421,240,80,2,40
6425,240,-160,2,-200
6429,240,100,2,60
6433,240,220,2,180
6437,240,20,2,-20
6441,240,40,2,0
6445,-240,-180,1,220
6449,-240,40,1,0
6453,-240,180,1,-140
6457,-240,80,1,-40
6461,-240,-140,1,180
6465,240,-180,2,-220
6469,240,200,2,160
6473,240,100,2,60
6477,240,-20,2,-60
6481,240,100,2,60
6485,240,-40,2,-80
6489,240,140,2,100
6493,240,100,2,60
6497,240,220,2,180
6501,240,240,2,200
6505,240,0,2,-40
6509,240,-100,2,-140
6513,240,160,2,120
6517,240,120,2,80
6521,240,200,2,160
6525,240,-100,2,-140
6529,240,180,2,140
6533,240,240,2,200
6537,240,-20,2,-60
6541,240,160,2,120
6545,240,0,2,-40
6549,240,20,2,-20
6553,240,-140,2,-180
6557,240,-120,2,-160
6561,240,0,2,-40
6565,240,100,2,60
6569,240,-20,2,-60
6573,-240,-180,1,220
6577,-240,60,1,-20
6581,-240,220,1,-180
6585,-240,200,1,-160
6589,-240,40,1,0
6593,-240,120,1,-80
6597,-240,280,1,-240
6601,-240,20,1,20
6605,-240,180,1,-140
6609,-240,40,1,0
6613,-240,40,1,0
6617,-240,-80,1,120
6621,-240,140,1,-100
6625,-240,20,1,20
6629,-240,140,1,-100
6633,-240,-140,1,180
6637,-240,180,1,-140
6641,-240,80,1,-40
6645,-240,240,1,-200
6649,-240,0,1,40
6653,-240,-140,1,180
6657,-240,100,1,-60
6661,-240,-140,1,180
6665,-240,-100,1,140
6669,-240,180,1,-140
6673,-240,-40,1,80
6677,-240,-80,1,120
6681,-240,-140,1,180
6685,-240,-140,1,180
6689,-240,20,1,20
6693,-240,-20,1,60
6697,-240,240,1,-200
6701,-240,220,1,-180
6705,-240,140,1,-100
6709,-240,260,1,-220
6713,-240,100,1,-60
6717,-240,-80,1,120
6721,-240,-60,1,100
6725,-240,-80,1,120
6729,-240,260,1,-220
6733,-240,-60,1,100
6737,-240,-60,1,100
6741,-240,280,1,-240
6745,-240,-60,1,100
6749,-240,-100,1,140
6753,-240,120,1,-80
6757,240,-180,2,-220
6761,240,-140,2,-180
6765,240,-160,2,-200
6769,240,200,2,160
6773,240,-160,2,-200
6777,240,20,2,-20
6781,240,-20,2,-60
6785,240,-60,2,-100
6789,240,140,2,100
6793,240,260,2,220
6797,240,0,2,-40
6801,240,-120,2,-160
6805,240,260,2,220
6809,240,40,2,0
6813,240,-120,2,-160
6817,240,140,2,100
6821,240,-120,2,-160
6825,240,-100,2,-140
6829,240,60,2,20
6833,240,-160,2,-200
6837,240,180,2,140
6841,240,260,2,220
6845,240,-100,2,-140
6849,240,-80,2,-120
6853,240,60,2,20
6857,-240,-180,1,220
6861,-240,260,1,-220
6865,-240,40,1,0
6869,-240,80,1,-40
6873,-240,-100,1,140
6877,-240,40,1,0
6881,-240,180,1,-140
6885,-240,280,1,-240
6889,-240,140,1,-100
6893,-240,-140,1,180
6897,-240,120,1,-80
6901,-240,60,1,-20
6905,-240,-40,1,80
6909,-240,-140,1,180
6913,-240,-120,1,160
6917,-240,0,1,40
6921,-240,120,1,-80
6925,-240,0,1,40
6929,-240,280,1,-240
6933,-240,-140,1,180
6937,-240,-20,1,60
6941,240,-180,2,-220
6945,240,60,2,20
6949,240,260,2,220
6953,240,80,2,40
6957,240,-80,2,-120
6961,240,60,2,20
6965,240,-20,2,-60
6969,240,20,2,-20
6973,240,-140,2,-180
6977,240,60,2,20
6981,240,100,2,60
6985,240,100,2,60
6989,240,240,2,200
6993,240,-160,2,-200
6997,240,140,2,100
7001,240,-160,2,-200
7005,240,80,2,40
7009,240,180,2,140
7013,240,40,2,0
7017,240,-120,2,-160
7021,240,-120,2,-160
7025,240,240,2,200
7029,240,200,2,160
7033,240,160,2,120
7037,240,20,2,-20
7041,240,40,2,0
7045,-240,-180,1,220
7049,-240,-120,1,160
7053,-240,0,1,40
7057,-240,-140,1,180
7061,-240,280,1,-240
7065,-240,-80,1,120
7069,-240,260,1,-220
7073,-240,280,1,-240
7077,-240,-140,1,180
7081,-240,0,1,40
7085,-240,160,1,-120
7089,-240,280,1,-240
7093,-240,60,1,-20
7097,-240,-80,1,120
7101,-240,180,1,-140
7105,-240,-40,1,80
7109,-240,-20,1,60
7113,-240,60,1,-20
7117,-240,-80,1,120
7121,240,-180,2,-220
7125,240,-20,2,-60
7129,240,-120,2,-160
7133,240,60,2,20
7137,240,120,2,80
7141,240,-120,2,-160
7145,240,-120,2,-160
7149,240,40,2,0
7153,240,-80,2,-120
7157,240,20,2,-20
7161,240,240,2,200
7165,-240,-180,1,220
7169,-240,-100,1,140
7173,-240,260,1,-220
7177,-240,-40,1,80
7181,-240,-140,1,180
7185,-240,-60,1,100
7189,-240,60,1,-20
7193,-240,-140,1,180
7197,-240,240,1,-200
7201,-240,-80,1,120
7205,-240,60,1,-20
7209,-240,-40,1,80
7213,-240,220,1,-180
7217,-240,-20,1,60
7221,-240,180,1,-140
7225,-240,60,1,-20
7229,-240,-20,1,60
7233,-240,-100,1,140
7237,240,-180,2,-220
7241,240,40,2,0
7245,240,-140,2,-180
7249,240,20,2,-20
7253,240,-80,2,-120
7257,240,160,2,120
7261,-240,-180,1,220
7265,-240,-40,1,80
7269,-240,-80,1,120
7273,-240,100,1,-60
7277,-240,80,1,-40
7281,-240,20,1,20
7285,-240,180,1,-140
7289,-240,40,1,0
7293,-240,280,1,-240
7297,-240,240,1,-200
7301,-240,-120,1,160
7305,-240,-160,1,200
7309,-240,80,1,-40
7313,-240,240,1,-200
7317,-240,120,1,-80
7321,-240,180,1,-140
7325,240,-180,2,-220
7329,240,-100,2,-140
7333,240,0,2,-40
7337,240,-120,2,-160
7341,240,40,2,0
7345,-240,-180,1,220
7349,-240,80,1,-40
7353,-240,0,1,40
7357,-240,60,1,-20
7361,-240,-140,1,180
7365,-240,-20,1,60
7369,-240,260,1,-220
7373,-240,40,1,0
7377,-240,80,1,-40
7381,-240,100,1,-60
7385,-240,200,1,-160
7389,-240,-120,1,160
7393,-240,240,1,-200
7397,-240,220,1,-180
7401,-240,160,1,-120
7405,-240,80,1,-40
7409,-240,40,1,0
7413,-240,-160,1,200
7417,-240,160,1,-120
7421,-240,100,1,-60
7425,-240,200,1,-160
7429,240,-180,2,-220
7433,240,-140,2,-180
7437,-240,-180,1,220
7441,-240,80,1,-40
7445,-240,120,1,-80
7449,-240,120,1,-80
7453,-240,200,1,-160
7457,240,-180,2,-220
7461,240,60,2,20
7465,240,240,2,200
7469,240,-60,2,-100
7473,240,100,2,60
7477,240,80,2,40
7481,240,-140,2,-180
7485,240,-140,2,-180
7489,240,-60,2,-100
7493,240,180,2,140
7497,240,40,2,0
7501,240,-20,2,-60
7505,240,-140,2,-180
7509,240,160,2,120
7513,240,140,2,100
7517,240,-40,2,-80
7521,240,-40,2,-80
7525,240,220,2,180
7529,240,80,2,40
7533,240,140,2,100
7537,240,120,2,80
7541,240,280,2,240
7545,240,-140,2,-180
7549,240,-140,2,-180
7553,240,-100,2,-140
7557,240,0,2,-40
7561,240,280,2,240
7565,240,140,2,100
7569,240,-160,2,-200
7573,-240,-180,1,220
7577,-240,180,1,-140
7581,-240,260,1,-220
7585,-240,200,1,-160
7589,-240,20,1,20
7593,-240,0,1,40
7597,-240,-120,1,160
7601,-240,40,1,0
7605,-240,260,1,-220
7609,-240,220,1,-180
7613,-240,140,1,-100
7617,-240,-80,1,120
7621,-240,240,1,-200
7625,-240,200,1,-160
7629,-240,-100,1,140
7633,-240,100,1,-60
7637,-240,80,1,-40
7641,-240,-140,1,180
7645,-240,100,1,-60
7649,-240,280,1,-240
7653,-240,120,1,-80
7657,-240,140,1,-100
7661,240,-180,2,-220
7665,240,-40,2,-80
7669,240,100,2,60
7673,240,60,2,20
7677,240,-140,2,-180
7681,240,80,2,40
7685,240,-100,2,-140
7689,240,100,2,60
7693,240,260,2,220
7697,240,-100,2,-140
7701,240,180,2,140
7705,240,40,2,0
7709,240,120,2,80
7713,240,-140,2,-180
7717,240,0,2,-40
7721,240,120,2,80
7725,-240,-180,1,220
7729,-240,20,1,20
7733,-240,180,1,-140
7737,-240,-40,1,80
7741,-240,120,1,-80
7745,-240,-160,1,200
7749,-240,120,1,-80
7753,-240,240,1,-200
7757,-240,180,1,-140
7761,-240,-140,1,180
7765,-240,0,1,40
7769,-240,280,1,-240
7773,-240,-140,1,180
7777,-240,60,1,-20
7781,-240,-40,1,80
7785,-240,100,1,-60
7789,-240,-60,1,100
7793,-240,-60,1,100
7797,-240,240,1,-200
7801,-240,-160,1,200
7805,-240,260,1,-220
7809,-240,-120,1,160
7813,-240,20,1,20
7817,-240,140,1,-100
7821,-240,280,1,-240
7825,-240,140,1,-100
7829,-240,240,1,-200
7833,-240,220,1,-180
7837,-240,-40,1,80
7841,-240,-40,1,80
7845,-240,200,1,-160
7849,-240,200,1,-160
7853,-240,-140,1,180
7857,240,-180,2,-220
7861,240,160,2,120
7865,240,0,2,-40
7869,240,280,2,240
7873,240,-60,2,-100
7877,240,-60,2,-100
7881,-240,-180,1,220
7885,-240,-20,1,60
7889,-240,-20,1,60
7893,-240,-20,1,60
7897,240,-180,2,-220
7901,240,260,2,220
7905,240,-20,2,-60
7909,240,80,2,40
7913,240,200,2,160
7917,240,220,2,180
7921,240,260,2,220
7925,240,220,2,180
7929,240,0,2,-40
7933,240,120,2,80
7937,240,280,2,240
7941,240,120,2,80
7945,240,-160,2,-200
7949,240,120,2,80
7953,240,40,2,0
7957,240,-120,2,-160
7961,240,20,2,-20
7965,240,-60,2,-100
7969,240,-60,2,-100
7973,240,-120,2,-160
7977,240,0,2,-40
7981,240,120,2,80
7985,240,-60,2,-100
7989,240,-100,2,-140
7993,240,80,2,40
7997,240,200,2,160
8001,240,-60,2,-100
8005,240,-160,2,-200
8009,240,260,2,220
8013,240,100,2,60
8017,240,20,2,-20
8021,240,240,2,200
8025,-240,-180,1,220
8029,-240,260,1,-220
8033,-240,160,1,-120
8037,-240,280,1,-240
8041,-240,-40,1,80
8045,-240,-60,1,100
8049,-240,-140,1,180
8053,-240,200,1,-160
8057,-240,260,1,-220
8061,-240,20,1,20
8065,-240,200,1,-160
8069,-240,100,1,-60
8073,-240,280,1,-240
8077,-240,120,1,-80
8081,-240,240,1,-200
8085,-240,40,1,0
8089,-240,40,1,0
8093,-240,140,1,-100
8097,-240,180,1,-140
8101,-240,100,1,-60
8105,-240,-140,1,180
8109,-240,40,1,0
8113,-240,-140,1,180
8117,240,-180,2,-220
8121,240,60,2,20
8125,240,140,2,100
8129,240,180,2,140
8133,240,-20,2,-60
8137,240,-40,2,-80
8141,240,100,2,60
8145,240,-80,2,-120
8149,240,180,2,140
8153,240,-40,2,-80
8157,240,20,2,-20
8161,240,-80,2,-120
8165,240,-20,2,-60
8169,240,60,2,20
8173,240,40,2,0
8177,240,-40,2,-80
8181,240,40,2,0
8185,240,60,2,20
8189,240,-140,2,-180
8193,240,-20,2,-60
8197,240,20,2,-20
8201,240,-20,2,-60
8205,240,-60,2,-100
8209,240,-40,2,-80
8213,240,-40,2,-80
8217,240,-60,2,-100
8221,240,-40,2,-80
8225,240,-20,2,-60
8229,240,80,2,40
8233,240,-20,2,-60
8237,-240,-180,1,220
8241,-240,160,1,-120
8245,-240,260,1,-220
8249,-240,180,1,-140
8253,-240,280,1,-240
8257,-240,-60,1,100
8261,-240,-100,1,140
8265,-240,-120,1,160
8269,-240,-160,1,200
8273,-240,0,1,40
8277,240,-180,2,-220
8281,240,220,2,180
8285,240,20,2,-20
8289,240,-100,2,-140
8293,240,-140,2,-180
8297,240,260,2,220
8301,240,20,2,-20
8305,240,-140,2,-180
8309,240,0,2,-40
8313,240,180,2,140
8317,240,140,2,100
8321,240,-140,2,-180
8325,240,20,2,-20
8329,240,200,2,160
8333,240,-80,2,-120
8337,240,260,2,220
8341,240,0,2,-40
8345,240,140,2,100
8349,240,140,2,100
8353,240,20,2,-20
8357,240,100,2,60
8361,240,220,2,180
8365,240,-40,2,-80
8369,240,80,2,40
8373,240,-80,2,-120
8377,240,260,2,220
8381,240,100,2,60
8385,240,160,2,120
8389,240,240,2,200
8393,240,180,2,140
8397,240,-100,2,-140
8401,240,180,2,140
8405,240,-100,2,-140
8409,240,200,2,160
8413,240,160,2,120
8417,240,200,2,160
8421,240,160,2,120
8425,240,260,2,220
8429,240,240,2,200
8433,240,-160,2,-200
8437,240,-140,2,-180
8441,240,200,2,160
8445,240,0,2,-40
8449,240,-20,2,-60
8453,240,-140,2,-180
8457,240,160,2,120
8461,240,-160,2,-200
8465,240,160,2,120
8469,240,220,2,180
8473,240,-60,2,-100
8477,240,160,2,120
8481,240,180,2,140
8485,240,-40,2,-80
8489,240,-100,2,-140
8493,240,-140,2,-180
8497,240,-20,2,-60
8501,240,-60,2,-100
8505,240,60,2,20
8509,240,-140,2,-180
8513,240,-80,2,-120
8517,240,-160,2,-200
8521,240,-60,2,-100
8525,240,-140,2,-180
8529,240,-80,2,-120
8533,240,40,2,0
8537,240,-60,2,-100
8541,240,280,2,240
8545,240,-20,2,-60
8549,240,80,2,40
8553,240,120,2,80
8557,240,100,2,60
8561,240,180,2,140
8565,-240,-180,1,220
8569,-240,120,1,-80
8573,-240,240,1,-200
8577,-240,260,1,-220
8581,-240,240,1,-200
8585,-240,240,1,-200
8589,-240,100,1,-60
8593,-240,-140,1,180
8597,-240,140,1,-100
8601,-240,-80,1,120
8605,-240,160,1,-120
8609,-240,-120,1,160
8613,-240,180,1,-140
8617,-240,-120,1,160
8621,-240,-140,1,180
8625,-240,20,1,20
8629,-240,160,1,-120
8633,-240,-80,1,120
8637,-240,240,1,-200
8641,-240,-160,1,200
8645,-240,120,1,-80
8649,-240,100,1,-60
8653,-240,180,1,-140
8657,-240,260,1,-220
8661,-240,-160,1,200
8665,-240,-80,1,120
8669,-240,-140,1,180
8673,-240,-140,1,180
8677,-240,80,1,-40
8681,-240,280,1,-240
8685,-240,-120,1,160
8689,-240,80,1,-40
8693,-240,100,1,-60
8697,-240,220,1,-180
8701,-240,-80,1,120
8705,-240,140,1,-100
8709,-240,-20,1,60
8713,-240,20,1,20
8717,-240,100,1,-60
8721,-240,180,1,-140
8725,-240,20,1,20
8729,-240,-40,1,80
8733,-240,-80,1,120
8737,-240,220,1,-180
8741,-240,140,1,-100
8745,-240,20,1,20
8749,-240,140,1,-100
8753,240,-180,2,-220
8757,240,-80,2,-120
8761,240,160,2,120
8765,240,200,2,160
8769,240,20,2,-20
8773,240,20,2,-20
8777,240,-100,2,-140
8781,240,40,2,0
8785,240,-20,2,-60
8789,240,140,2,100
8793,240,100,2,60
8797,240,-40,2,-80
8801,240,80,2,40
8805,240,180,2,140
